datetime,tamin_degC,tamax_degC,ptot_mm
1988-05-09,0.249930055,7.166770191192627,3.427499771118164
1988-05-10,0.099826665,6.654934139251709,6.767078876495361
1988-05-11,-7.904644279,-1.1534480142593384,4.933535575866699
1988-05-12,-9.005895882,-1.0957396912574768,4.2700324058532715
1988-05-13,-6.632430344,4.435998649597168,0.8957391381263733
1988-05-14,-8.260330944,-2.343798308372498,1.121203064918518
1988-05-15,-6.202801495,-2.983171730041504,3.685293674468994
1988-05-16,-6.832416801,-2.5122012186050418,3.6502573490142822
1988-05-17,-7.01164463,-0.5662414475530386,0.18009981513023376
1988-05-18,-2.087765961,7.780688972473144,2.0148425102233887
1988-05-19,4.398347111,13.36500904083252,0.39008471369743347
1988-05-20,2.573814602,8.426677436828614,0.06095427647233009
1988-05-21,-0.459714099,5.7814595413208005,5.215118885040283
1988-05-22,-0.877269922,9.457483024597169,0.0
1988-05-23,0.56555161,10.368987770080567,0.0
1988-05-24,1.31900713,7.697063179016113,0.0
1988-05-25,-0.7602735,4.552274436950683,0.04180099442601204
1988-05-26,-2.159227996,4.455190868377685,0.40619760751724243
1988-05-27,-0.087664782,1.5104412746429443,2.046691656112671
1988-05-28,-0.773509188,2.1807398509979246,1.7859561443328857
1988-05-29,-3.72770813,11.089017601013184,0.0
1988-05-30,-2.455323725,12.118031234741212,5.003669738769531
1988-05-31,-1.18293932,11.708179206848145,2.6877243518829346
1988-06-01,-0.940303891,8.105536193847657,0.0
1988-06-02,0.304167182,11.033529014587403,1.755395770072937
1988-06-03,1.534386368,14.93735954284668,0.4158247113227844
1988-06-04,2.429987879,13.504088134765626,0.4152572751045227
1988-06-05,0.417721839,12.161983222961426,0.4584096074104309
1988-06-06,0.437397332,8.010708541870118,0.0
1988-06-07,0.18787256,5.660441131591797,0.0
1988-06-08,0.030499668,7.9277817916870115,0.0
1988-06-09,0.600534768,7.926518173217773,0.4102173149585724
1988-06-10,0.765080304,9.556641311645508,0.0
1988-06-11,1.263779612,6.129938335418701,0.0
1988-06-12,0.926497192,5.149439544677734,0.3471434414386749
1988-06-13,-0.608361623,8.277875633239747,0.030560418963432312
1988-06-14,1.43127677,8.90441104888916,0.0
1988-06-15,0.463742466,7.060099811553955,0.0
1988-06-16,-1.802601008,5.912132472991943,0.6856173872947693
1988-06-17,2.598679276,7.462172241210937,7.876631259918213
1988-06-18,5.231060238,13.944555969238282,1.8470770120620728
1988-06-19,3.241337032,21.075962753295897,1.1773147583007812
1988-06-20,11.51101086,19.601454467773436,1.1608668565750122
1988-06-21,4.940347881,14.936755867004395,1.651326060295105
1988-06-22,2.463550777,10.10998031616211,0.6140462160110474
1988-06-23,2.574521036,10.192304344177247,0.8428084254264832
1988-06-24,1.782712431,10.162469596862794,2.247299909591675
1988-06-25,1.227344127,14.238233299255372,0.4108824133872986
1988-06-26,4.620489807,15.512861938476563,2.0304393768310547
1988-06-27,1.430352898,8.007446975708008,0.42977845668792725
1988-06-28,3.500951977,11.770617218017579,0.5207859873771667
1988-06-29,5.245336742,14.494080276489258,0.0
1988-06-30,6.059246273,16.272299499511718,0.0
